Item_Identifier,Low_Fat,Regular,Dairy,Soft_Drinks,Meat,Fruits_Vegetables,Household,Baking,Snack,Fronzen_Foods,Breakfast,Health_Hygiene,Hard_Drinks,Canned,Breads,Starchy,Others,Seafood,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility,Item_Weight,Item_Identifier_8,Item_Identifier_6,Item_Identifier_7,Item_Identifier_3,Item_Identifier_5,Item_Identifier_4,Item_Identifier_9,Item_Identifier_2,Item_Identifier_1,Outlet_Year,Outlet_Freq
NCR53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,224.4404,OUT027,1985,2,3,4,6976.2524,0.17937582233333335,12.15,0,0,1,0,0,0,0,0,0,8702,5481
FDS52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101.7016,OUT010,1998,1,3,1,101.2016,0.0064540375,8.89,1,0,0,0,0,0,0,0,0,3400,3400
FDG02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,188.5188,OUT018,2009,2,3,3,952.094,0.0129633086,7.855,0,0,0,0,1,0,0,0,0,5436,5436
NCO26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116.0492,OUT046,1997,1,1,2,1969.4364,0.07696089333333334,7.235,0,1,0,0,0,0,0,0,0,5393,5393
FDH35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165.4526,OUT027,1985,2,3,4,5262.4832,0.068386192,18.25,0,1,0,0,0,0,0,0,0,8702,5481
FDB51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5852,OUT045,2002,2,2,2,1314.2892,0.038522888166666665,6.919999999999999,0,1,0,0,0,0,0,0,0,5471,5471
FDX44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.8172,OUT017,2007,3,2,2,535.3032,0.04300536416666667,9.3,0,1,0,0,0,0,0,0,0,5419,5419
NCN07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132.1284,OUT010,1998,1,3,1,263.6568,0.03724426828571429,18.5,0,0,1,0,0,0,0,0,0,3400,3400
NCC31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154.5972,OUT035,2004,1,2,2,1402.1748,0.024342380666666667,8.02,0,0,0,0,0,1,0,0,0,5506,5506
NCX54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105.1622,OUT017,2007,3,2,2,1693.7952,0.05271483,9.195,0,0,1,0,0,0,0,0,0,5419,5419
NCO55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105.5938,OUT045,2002,2,2,2,2143.876,0.1169996808,12.800000000000002,0,0,0,0,1,0,0,0,0,5471,5471
NCC30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,177.6344,OUT049,1999,2,1,2,2676.516,0.0312986854,16.6,0,0,0,0,1,0,0,0,0,5423,5423
FDI16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.064,OUT035,2004,1,2,2,905.488,0.1540292196,14.0,0,1,0,0,0,0,0,0,0,5506,5506
FDP16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,246.3802,OUT049,1999,2,1,2,7370.406,0.04467887499999999,18.6,0,0,0,0,1,0,0,0,0,5423,5423
FDB11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,226.8404,OUT035,2004,1,2,2,6301.1312,0.0609480382,16.0,0,0,0,0,1,0,0,0,0,5506,5506
NCB06,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160.692,OUT035,2004,1,2,2,1597.92,0.09342364700000001,17.6,0,0,0,0,1,0,0,0,0,5506,5506
FDA45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178.237,OUT035,2004,1,2,2,529.311,0.15538706959999998,21.25,0,0,0,0,1,0,0,0,0,5506,5506
NCO26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117.5492,OUT035,2004,1,2,2,1969.4364,0.07696089333333334,7.235,0,1,0,0,0,0,0,0,0,5506,5506
DRJ25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3692,OUT017,2007,3,2,2,1034.6532,0.15106863025,14.6,0,0,0,0,0,1,0,0,0,5419,5419
FDR28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,161.521,OUT018,2009,2,3,3,1794.331,0.0259539524,13.85,0,0,0,0,1,0,0,0,0,5436,5436
FDI04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,197.6426,OUT018,2009,2,3,3,2768.3964,0.080736027,13.65,0,0,1,0,0,0,0,0,0,5436,5436
DRK12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.29,OUT027,1985,2,3,4,898.83,0.04193088985714286,9.5,1,0,0,0,0,0,0,0,0,8702,5481
FDX20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,226.172,OUT046,1997,1,1,2,3169.208,0.04614628388888889,7.365,0,0,0,0,0,0,1,0,0,5393,5393
NCI18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223.5746,OUT018,2009,2,3,3,3589.9936,0.014043825833333334,18.35,0,1,0,0,0,0,0,0,0,5436,5436
FDB36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132.5626,OUT018,2009,2,3,3,262.3252,0.0485448542,5.465,0,0,1,0,0,0,0,0,0,5436,5436
FDN13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99.8358,OUT017,2007,3,2,2,1910.1802,0.17130069633333334,18.6,0,1,0,0,0,0,0,0,0,5419,5419
DRD24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.9154,OUT017,2007,3,2,2,1701.7848,0.03378398957142857,13.85,0,0,1,0,0,0,0,0,0,5419,5419
FDQ28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154.5656,OUT013,1987,3,3,2,2471.4496,0.06042678525,14.0,0,0,0,0,0,1,0,0,0,5485,5485
FDM22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54.764,OUT013,1987,3,3,2,1331.6,0.0497724745,14.0,0,0,0,0,0,1,0,0,0,5485,5485
FDR07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97.0094,OUT027,1985,2,3,4,1808.9786,0.1054187375,21.35,0,0,0,0,0,1,0,0,0,8702,5481
FDV25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,222.5456,OUT018,2009,2,3,3,3315.684,0.054276717,5.905,0,0,0,0,1,0,0,0,0,5436,5436
DRF49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2518,OUT046,1997,1,1,2,2618.5914,0.08006145766666667,7.269999999999999,0,1,0,0,0,0,0,0,0,5393,5393
FDW51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214.556,OUT046,1997,1,1,2,2769.728,0.10539173166666667,6.155,0,1,0,0,0,0,0,0,0,5393,5393
DRL01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.4958,OUT017,2007,3,2,2,5375.0034,0.09289356957142857,19.5,0,0,1,0,0,0,0,0,0,5419,5419
FDP25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,216.8824,OUT017,2007,3,2,2,2838.9712,0.024584102222222223,15.2,0,0,0,0,0,0,1,0,0,5419,5419
FDL50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125.0046,OUT018,2009,2,3,3,1743.0644,0.04242364825,12.15,0,0,0,0,0,1,0,0,0,5436,5436
NCB30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,198.8084,OUT027,1985,2,3,4,5555.4352,0.030928842142857144,14.6,0,0,1,0,0,0,0,0,0,8702,5481
FDW11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.9194,OUT018,2009,2,3,3,619.194,0.0488368158,12.6,0,0,0,0,1,0,0,0,0,5436,5436
NCM43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,164.821,OUT035,2004,1,2,2,2120.573,0.023438414999999997,14.5,0,0,1,0,0,0,0,0,0,5506,5506
FDK44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173.0738,OUT017,2007,3,2,2,3823.0236,0.1223085445,16.6,0,0,0,0,1,0,0,0,0,5419,5419
FDM15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151.4366,OUT013,1987,3,3,2,1360.2294,0.05746993242857142,11.800000000000002,0,0,1,0,0,0,0,0,0,5485,5485
FDS31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,178.8318,OUT013,1987,3,3,2,3969.4996,0.0441961454,13.1,0,0,1,0,0,0,0,0,0,5485,5485
FDI32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.1834,OUT010,1998,1,3,1,345.5502,0.2156522,17.7,0,0,1,0,0,0,0,0,0,3400,3400
FDR47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196.5794,OUT010,1998,1,3,1,585.2382,0.08760952875,17.85,0,0,0,0,1,0,0,0,0,3400,3400
FDB35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.6804,OUT045,2002,2,2,2,1010.6844,0.07282339716666666,12.3,0,1,0,0,0,0,0,0,0,5471,5471
NCU05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.4618,OUT010,1998,1,3,1,161.1236,0.06535796249999999,11.8,0,1,0,0,0,0,0,0,0,3400,3400
DRY23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1112,OUT019,1985,1,1,1,42.6112,0.12278888233333334,9.395,0,1,0,0,0,0,0,0,0,8702,3221
FDO24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157.4604,OUT045,2002,2,2,2,3010.7476,0.19589188299999996,11.1,0,0,1,0,0,0,0,0,0,5471,5471
FDQ28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153.0656,OUT027,1985,2,3,4,6024.1584,0.06042678525,14.0,0,0,0,0,0,1,0,0,0,8702,5481
FDV39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198.1426,OUT045,2002,2,2,2,988.713,0.007292915833333333,11.300000000000002,0,0,1,0,0,0,0,0,0,5471,5471
NCO17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117.944,OUT019,1985,1,1,1,239.688,0.08264165216666666,10.0,0,0,1,0,0,0,0,0,0,8702,3221
FDU50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.8176,OUT013,1987,3,3,2,1374.2112,0.0752237992,5.75,0,0,0,0,1,0,0,0,0,5485,5485
FDT12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,226.8062,OUT027,1985,2,3,4,4739.8302,0.05444123214285714,6.215,0,0,1,0,0,0,0,0,0,8702,5481
FDK58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0016,OUT018,2009,2,3,3,1012.016,0.05062676133333333,11.35,1,0,0,0,0,0,0,0,0,5436,5436
FDO08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165.7526,OUT019,1985,1,1,1,657.8104,0.0691476222,11.1,0,1,0,0,0,0,0,0,0,8702,3221
NCW29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130.431,OUT049,1999,2,1,2,778.986,0.032502003333333335,14.0,0,1,0,0,0,0,0,0,0,5423,5423
FDE04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,179.766,OUT045,2002,2,2,2,2336.958,0.020066976166666667,19.75,0,1,0,0,0,0,0,0,0,5471,5471
NCB19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.0882,OUT049,1999,2,1,2,2233.0932,0.10162857799999998,6.525,0,1,0,0,0,0,0,0,0,5423,5423
FDV15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.9648,OUT049,1999,2,1,2,1661.8368,0.16462217133333334,10.3,0,1,0,0,0,0,0,0,0,5423,5423
FDL58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,264.7568,OUT049,1999,2,1,2,4745.8224,0.08135668242857143,5.78,1,0,0,0,0,0,0,0,0,5423,5423
FDA08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,164.1526,OUT045,2002,2,2,2,3124.5994,0.05636984216666666,11.85,0,1,0,0,0,0,0,0,0,5471,5471
FDT43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.1324,OUT018,2009,2,3,3,467.3916,0.02256434642857143,16.35,0,0,1,0,0,0,0,0,0,5436,5436
NCX06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182.5976,OUT027,1985,2,3,4,5070.7328,0.0180581678,17.6,0,0,0,0,1,0,0,0,0,8702,5481
FDT20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.6164,OUT046,1997,1,1,2,540.6296,0.04137970766666667,10.5,0,1,0,0,0,0,0,0,0,5393,5393
FDB41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.0718,OUT046,1997,1,1,2,992.7078,0.12051547216666665,19.0,0,1,0,0,0,0,0,0,0,5393,5393
NCN55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,238.8538,OUT049,1999,2,1,2,6008.845,0.0596885,14.6,0,0,0,0,1,0,0,0,0,5423,5423
FDE40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9194,OUT027,1985,2,3,4,2105.2596,0.1178252405,15.6,0,0,0,0,1,0,0,0,0,8702,5481
FDX49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,232.63,OUT027,1985,2,3,4,5359.69,0.1018688556,4.615,0,0,0,0,1,0,0,0,0,8702,5481
NCM53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104.628,OUT045,2002,2,2,2,745.696,0.0521794768,18.75,0,0,0,0,1,0,0,0,0,5471,5471
FDE36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,161.8868,OUT035,2004,1,2,2,3275.736,0.041882027,5.26,0,1,0,0,0,0,0,0,0,5506,5506
FDN57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.2154,OUT045,2002,2,2,2,1701.7848,0.06007208742857143,18.25,0,0,1,0,0,0,0,0,0,5471,5471
FDI24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177.937,OUT027,1985,2,3,4,6704.606,0.0905086822,10.3,0,0,0,0,1,0,0,0,0,8702,5481
FDI19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242.7512,OUT046,1997,1,1,2,4119.9704,0.059330848199999994,15.1,0,1,0,0,0,0,0,0,0,5393,5393
FDF24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.5934,OUT010,1998,1,3,1,327.5736,0.0282459905,15.5,0,1,0,0,0,0,0,0,0,3400,3400
FDG52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.7402,OUT049,1999,2,1,2,780.9834,0.0656277532,13.65,0,0,0,0,1,0,0,0,0,5423,5423
DRF36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.3846,OUT045,2002,2,2,2,3630.6074,0.026236066166666665,16.1,0,1,0,0,0,0,0,0,0,5471,5471
FDS45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107.3622,OUT019,1985,1,1,1,317.5866,0.03554432128571428,5.175,0,0,1,0,0,0,0,0,0,8702,3221
FDX40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.7164,OUT010,1998,1,3,1,231.6984,0.12261155116666667,12.85,0,0,1,0,0,0,0,0,0,3400,3400
DRK12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.99,OUT035,2004,1,2,2,133.16,0.04193088985714286,9.5,1,0,0,0,0,0,0,0,0,5506,5506
DRC27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.1802,OUT035,2004,1,2,2,5650.6446,0.06475441333333333,13.800000000000002,0,1,0,0,0,0,0,0,0,5506,5506
FDL58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,263.7568,OUT017,2007,3,2,2,2636.568,0.08135668242857143,5.78,1,0,0,0,0,0,0,0,0,5419,5419
NCD30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96.0726,OUT045,2002,2,2,2,1272.3438,0.0268653165,19.7,0,0,0,1,0,0,0,0,0,5471,5471
NCZ54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,161.5552,OUT010,1998,1,3,1,324.9104,0.09383050716666667,14.65,0,0,1,0,0,0,0,0,0,3400,3400
FDE10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130.0626,OUT010,1998,1,3,1,131.1626,0.1021938446,6.67,0,1,0,0,0,0,0,0,0,3400,3400
FDR44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131.2968,OUT010,1998,1,3,1,260.9936,0.10304264314285715,6.11,1,0,0,0,0,0,0,0,0,3400,3400
FDP28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,260.0936,OUT010,1998,1,3,1,260.9936,0.087556270625,13.65,1,0,0,0,0,0,0,0,0,3400,3400
FDX15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160.6578,OUT013,1987,3,3,2,3690.5294,0.156292723,17.2,0,1,0,0,0,0,0,0,0,5485,5485
FDA39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2822,OUT035,2004,1,2,2,1139.1838,0.01395232242857143,6.32,1,0,0,0,0,0,0,0,0,5506,5506
FDY24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.9298,OUT049,1999,2,1,2,1995.4026,0.15614003125,4.88,0,0,0,0,1,0,0,0,0,5423,5423
FDC60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.3514,OUT017,2007,3,2,2,1416.8224,0.1554055105,5.425,0,0,0,0,0,1,0,0,0,5419,5419
FDH28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.2506,OUT046,1997,1,1,2,265.6542,0.122040009,15.85,1,0,0,0,0,0,0,0,0,5393,5393
FDT25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,121.7072,OUT017,2007,3,2,2,3552.7088,0.05084009171428572,7.5,0,0,1,0,0,0,0,0,0,5419,5419
DRJ13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.5578,OUT013,1987,3,3,2,2406.867,0.07006537183333333,12.65,0,1,0,0,0,0,0,0,0,5485,5485
NCO07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211.956,OUT019,1985,1,1,1,213.056,0.0116252025,9.06,0,0,0,0,0,1,0,0,0,8702,3221
FDW20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124.173,OUT013,1987,3,3,2,2956.152,0.028181967750000002,20.75,0,0,0,0,0,1,0,0,0,5485,5485
DRF27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.134,OUT019,1985,1,1,1,153.134,0.031103740875,8.93,1,0,0,0,0,0,0,0,0,8702,3221
FDS49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.7644,OUT035,2004,1,2,2,1649.8524,0.07956224775,9.0,0,0,0,0,1,0,0,0,0,5506,5506
FDX25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,181.9292,OUT027,1985,2,3,4,3101.2964,0.102071718,16.7,0,0,0,0,1,0,0,0,0,8702,5481
NCX42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165.6526,OUT027,1985,2,3,4,4769.1254,0.006621457999999999,6.36,0,0,1,0,0,0,0,0,0,8702,5481
FDG33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170.4764,OUT027,1985,2,3,4,3435.528,0.1603242983,5.365,0,0,0,0,0,0,0,0,0,8702,5481
FDL56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.4198,OUT045,2002,2,2,2,1133.8574,0.14152642616666666,14.1,0,1,0,0,0,0,0,0,0,5471,5471
FDF14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,152.334,OUT035,2004,1,2,2,2603.278,0.0272312885,7.55,0,0,0,0,0,1,0,0,0,5506,5506
NCD06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.406,OUT046,1997,1,1,2,605.878,0.09953291880000001,13.0,0,0,0,0,1,0,0,0,0,5393,5393
DRM47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,192.8846,OUT027,1985,2,3,4,2293.0152,0.04871059916666667,9.3,0,1,0,0,0,0,0,0,0,8702,5481
FDS46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118.7782,OUT019,1985,1,1,1,119.1782,0.054460816200000005,17.6,0,0,0,0,1,0,0,0,0,8702,3221
FDB35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.9804,OUT013,1987,3,3,2,1929.4884,0.07282339716666666,12.3,0,1,0,0,0,0,0,0,0,5485,5485
FDX21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109.8912,OUT027,1985,2,3,4,2074.6328,0.100124921375,7.05,1,0,0,0,0,0,0,0,0,8702,5481
NCU05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.9618,OUT027,1985,2,3,4,241.6854,0.06535796249999999,11.8,0,1,0,0,0,0,0,0,0,8702,5481
NCR38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,251.3724,OUT045,2002,2,2,2,6795.1548,0.127895977,17.25,0,1,0,0,0,0,0,0,0,5471,5471
NCR18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.7112,OUT017,2007,3,2,2,639.168,0.020514022,15.85,0,0,0,0,1,0,0,0,0,5419,5419
NCU41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.1846,OUT035,2004,1,2,2,3248.4382,0.052061761250000005,18.85,0,0,0,0,0,1,0,0,0,5506,5506
FDY56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,227.6062,OUT017,2007,3,2,2,7222.5984,0.073569595375,16.35,1,0,0,0,0,0,0,0,0,5419,5419
DRJ51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.0668,OUT035,2004,1,2,2,3225.1352,0.0881404805,14.1,0,0,0,0,1,0,0,0,0,5506,5506
FDK21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,249.0408,OUT035,2004,1,2,2,3755.112,0.010985559142857143,7.905,0,0,1,0,0,0,0,0,0,5506,5506
FDY25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,179.3976,OUT013,1987,3,3,2,3440.8544,0.0340019908,12.0,0,0,0,0,1,0,0,0,0,5485,5485
FDU44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163.4552,OUT035,2004,1,2,2,974.7312,0.06579831216666666,12.15,0,1,0,0,0,0,0,0,0,5506,5506
FDL43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.367,OUT049,1999,2,1,2,535.969,0.02707045866666667,10.1,0,1,0,0,0,0,0,0,0,5423,5423
FDF05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,262.491,OUT017,2007,3,2,2,5259.82,0.026895910125,17.5,1,0,0,0,0,0,0,0,0,5419,5419
DRF15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.034,OUT019,1985,1,1,1,306.268,0.04157222966666666,18.35,0,0,0,0,0,1,0,0,0,8702,3221
FDL20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.3886,OUT018,2009,2,3,3,1779.0176,0.14234115,17.1,1,0,0,0,0,0,0,0,0,5436,5436
FDV32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61.451,OUT049,1999,2,1,2,759.012,0.10000384233333333,7.784999999999999,0,1,0,0,0,0,0,0,0,5423,5423
FDJ34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,125.9704,OUT013,1987,3,3,2,1877.556,0.09374329583333334,11.8,0,1,0,0,0,0,0,0,0,5485,5485
FDG08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,171.8764,OUT045,2002,2,2,2,3779.0808,0.18623610483333333,13.15,0,0,1,0,0,0,0,0,0,5471,5471
FDQ04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.5796,OUT019,1985,1,1,1,41.2796,0.12504605300000002,6.4,0,0,0,1,0,0,0,0,0,8702,3221
FDW13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.1324,OUT017,2007,3,2,2,259.662,0.11190293389999999,8.5,0,0,0,0,0,0,0,0,0,5419,5419
NCI17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.341,OUT013,1987,3,3,2,193.082,0.14356805683333332,8.645,0,1,0,0,0,0,0,0,0,5485,5485
FDY03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110.9202,OUT045,2002,2,2,2,1687.803,0.089735736625,17.6,1,0,0,0,0,0,0,0,0,5471,5471
FDS12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127.5362,OUT017,2007,3,2,2,4655.9394,0.21571473433333332,9.1,0,1,0,0,0,0,0,0,0,5419,5419
FDJ55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225.9404,OUT013,1987,3,3,2,4950.8888,0.025528778000000002,12.8,1,0,0,0,0,0,0,0,0,5485,5485
DRK01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.4436,OUT035,2004,1,2,2,1418.154,0.0612245842,7.63,0,0,0,0,1,0,0,0,0,5506,5506
FDG28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,246.4144,OUT017,2007,3,2,2,1225.072,0.049419667,9.285,0,0,0,0,0,0,0,1,0,5419,5419
FDY38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.03,OUT045,2002,2,2,2,5359.69,0.1372740368,13.6,0,0,0,0,1,0,0,0,0,5471,5471
FDN01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176.237,OUT045,2002,2,2,2,1764.37,0.08962340416666666,8.895,0,0,1,0,0,0,0,0,0,5471,5471
NCR54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,195.211,OUT013,1987,3,3,2,2553.343,0.10767154425,16.35,0,0,0,0,1,0,0,0,0,5485,5485
FDG29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.3454,OUT013,1987,3,3,2,1006.6896,0.05630456066666667,17.6,0,1,0,0,0,0,0,0,0,5485,5485
